# TEST CONFIGURATION BEGIN
# FileStream(filename='hyper_f.csv', target_idx=-1, n_targets=1, cat_features=None)
# [incremental] Adaptive4(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# [adwin] Adaptive5(learning_rate=0.2, max_depth=6, max_window_size=1000, min_window_size=1)
# EvaluatePrequential(batch_size=1, data_points_for_classification=False, max_samples=500000, max_time=inf, metrics=['accuracy', 'running_time'], n_wait=200, output_file='ensemblesize_sea_a.txt', pretrain_size=100000, restart_stream=True, show_plot=True)
# TEST CONFIGURATION END
id,mean_acc_[incremental],current_acc_[incremental],mean_acc_[adwin],current_acc_[adwin],training_time_[incremental],testing_time_[incremental],total_running_time_[incremental],training_time_[adwin],testing_time_[adwin],total_running_time_[adwin]
182399,0.828216,0.820000,0.827621,0.815000,33.373784,8.082542,41.456326,45.453932,7.429447,52.883379
182599,0.828099,0.780000,0.827542,0.795000,33.377439,8.102840,41.480279,45.488787,7.449286,52.938073
182799,0.828213,0.875000,0.827633,0.865000,33.381295,8.121685,41.502980,45.669153,7.466636,53.135789
182999,0.828072,0.770000,0.827506,0.775000,33.385580,8.141884,41.527465,45.704493,7.484797,53.189291
183199,0.828029,0.810000,0.827452,0.805000,33.533499,8.160550,41.694049,45.738723,7.502225,53.240947
183399,0.828022,0.825000,0.827434,0.820000,33.536903,8.179423,41.716326,45.772427,7.519845,53.292272
183599,0.827967,0.805000,0.827380,0.805000,33.540481,8.198763,41.739244,45.806299,7.537479,53.343778
183799,0.827864,0.785000,0.827267,0.780000,33.544818,8.221819,41.766638,45.996552,7.558447,53.554999
183999,0.827881,0.835000,0.827274,0.830000,33.549750,8.244356,41.794106,46.036468,7.579455,53.615924
184199,0.827815,0.800000,0.827209,0.800000,33.707541,8.266884,41.974425,46.075671,7.600554,53.676226
184399,0.827891,0.860000,0.827251,0.845000,33.710983,8.287102,41.998085,46.109738,7.619222,53.728960
184599,0.827766,0.775000,0.827139,0.780000,33.714593,8.306924,42.021517,46.143999,7.637983,53.781982
184799,0.827736,0.815000,0.827146,0.830000,33.718503,8.326349,42.044852,46.326299,7.655736,53.982035
184999,0.827741,0.830000,0.827165,0.835000,33.722917,8.347000,42.069917,46.361300,7.675511,54.036812
185199,0.827676,0.800000,0.827101,0.800000,33.872544,8.366527,42.239071,46.395383,7.693745,54.089129
185399,0.827611,0.800000,0.827014,0.790000,33.875934,8.385688,42.261622,46.428712,7.711537,54.140250
185599,0.827687,0.860000,0.827033,0.835000,33.879499,8.405378,42.284877,46.463574,7.729441,54.193015
185799,0.827599,0.790000,0.826911,0.775000,33.883487,8.425308,42.308795,46.648079,7.747757,54.395837
185999,0.827628,0.840000,0.826977,0.855000,33.887550,8.443991,42.331541,46.680401,7.764814,54.445215
186199,0.827610,0.820000,0.826926,0.805000,34.041693,8.463989,42.505682,46.714805,7.782862,54.497668
186399,0.827581,0.815000,0.826887,0.810000,34.045129,8.482918,42.528047,46.749186,7.800159,54.549345
186599,0.827471,0.780000,0.826790,0.785000,34.048701,8.502508,42.551210,46.783763,7.818179,54.601942
186799,0.827454,0.820000,0.826751,0.810000,34.052516,8.521379,42.573895,46.965897,7.836067,54.801964
186999,0.827414,0.810000,0.826701,0.805000,34.056649,8.540181,42.596829,46.998774,7.853493,54.852267
187199,0.827282,0.770000,0.826571,0.770000,34.212197,8.559491,42.771687,47.033995,7.871101,54.905096
187399,0.827174,0.780000,0.826487,0.790000,34.215705,8.579115,42.794820,47.068575,7.889547,54.958122
187599,0.827169,0.825000,0.826461,0.815000,34.219909,8.604104,42.824013,47.108915,7.910668,55.019583
187799,0.827073,0.785000,0.826390,0.795000,34.224212,8.626959,42.851171,47.308364,7.932033,55.240397
187999,0.826920,0.760000,0.826239,0.760000,34.228554,8.647064,42.875618,47.344042,7.950307,55.294349
188199,0.826859,0.800000,0.826202,0.810000,34.393650,8.666983,43.060633,47.378938,7.968821,55.347759
188399,0.826640,0.730000,0.826029,0.750000,34.397044,8.686107,43.083151,47.412469,7.986360,55.398830
188599,0.826648,0.830000,0.826027,0.825000,34.400645,8.705783,43.106428,47.447135,8.004100,55.451235
188799,0.826475,0.750000,0.825856,0.750000,34.404923,8.726985,43.131908,48.717105,8.023327,56.740432
188999,0.826337,0.765000,0.825730,0.770000,34.409563,8.747406,43.156969,48.905146,8.041823,56.946969
189199,0.826256,0.790000,0.825650,0.790000,34.567566,8.767816,43.335383,49.089988,8.060162,57.150149
189399,0.826219,0.810000,0.825660,0.830000,34.571192,8.788336,43.359528,49.124653,8.078567,57.203219
189599,0.826116,0.780000,0.825558,0.780000,34.575061,8.808794,43.383854,49.160948,8.097568,57.258516
189799,0.826002,0.775000,0.825490,0.795000,34.579156,8.829337,43.408493,49.350066,8.116649,57.466716
189999,0.825911,0.785000,0.825389,0.780000,34.583883,8.850205,43.434088,49.385258,8.135883,57.521141
190199,0.825942,0.840000,0.825443,0.850000,34.742261,8.869735,43.611995,49.419610,8.153701,57.573311
190399,0.825918,0.815000,0.825387,0.800000,34.745758,8.888491,43.634248,49.454137,8.170834,57.624970
190599,0.825762,0.755000,0.825243,0.760000,34.749407,8.907721,43.657127,49.488609,8.188548,57.677157
190799,0.825639,0.770000,0.825121,0.770000,34.753363,8.928169,43.681532,49.680064,8.206421,57.886485
190999,0.825593,0.805000,0.825088,0.810000,34.757583,8.947443,43.705026,49.713604,8.224208,57.937811
191199,0.825559,0.810000,0.825088,0.825000,34.915297,8.967253,43.882551,49.749325,8.242089,57.991415
191399,0.825503,0.800000,0.825022,0.795000,34.918754,8.986553,43.905306,49.782878,8.259618,58.042496
191599,0.825557,0.850000,0.825087,0.855000,34.922390,9.005626,43.928015,49.816596,8.277071,58.093667
191799,0.825577,0.835000,0.825109,0.835000,34.926402,9.025577,43.951979,50.008759,8.295199,58.303958
191999,0.825565,0.820000,0.825098,0.820000,34.930758,9.046014,43.976772,50.044141,8.313660,58.357801
192199,0.825466,0.780000,0.824989,0.775000,35.094303,9.098759,44.193062,50.094016,8.348135,58.442151
192399,0.825379,0.785000,0.824903,0.785000,35.097761,9.118825,44.216585,50.127953,8.366127,58.494080
192599,0.825346,0.810000,0.824860,0.805000,35.102299,9.147452,44.249751,50.172696,8.396972,58.569668
192799,0.825162,0.740000,0.824688,0.745000,35.106344,9.168030,44.274374,50.363484,8.415559,58.779043
192999,0.825194,0.840000,0.824688,0.825000,35.110579,9.188065,44.298644,50.397074,8.433680,58.830754
193199,0.825139,0.800000,0.824646,0.805000,35.265217,9.207052,44.472269,50.429972,8.451046,58.881018
193399,0.825171,0.840000,0.824657,0.830000,35.268791,9.227793,44.496584,50.465220,8.470561,58.935781
193599,0.825160,0.820000,0.824679,0.835000,35.272393,9.247536,44.519929,50.500873,8.488720,58.989592
193799,0.825149,0.820000,0.824659,0.815000,35.276532,9.268393,44.544925,50.692493,8.508379,59.200872
193999,0.825021,0.765000,0.824553,0.775000,35.280725,9.288291,44.569016,50.725316,8.526137,59.251453
194199,0.824958,0.795000,0.824459,0.780000,35.437431,9.308392,44.745824,50.760076,8.544726,59.304802
194399,0.824905,0.800000,0.824407,0.800000,35.440775,9.327183,44.767957,50.794033,8.561880,59.355913
194599,0.824852,0.800000,0.824376,0.810000,35.444390,9.346463,44.790853,50.827673,8.579574,59.407246
194799,0.824895,0.845000,0.824430,0.850000,35.448355,9.366677,44.815032,51.021604,8.597996,59.619601
194999,0.824853,0.805000,0.824411,0.815000,35.452510,9.385880,44.838389,51.054905,8.615758,59.670663
195199,0.824800,0.800000,0.824349,0.795000,35.611748,9.405553,45.017301,51.089507,8.633452,59.722959
195399,0.824790,0.820000,0.824340,0.820000,35.615155,9.424937,45.040091,51.122987,8.651179,59.774166
195599,0.824770,0.815000,0.824310,0.810000,35.618672,9.443771,45.062443,51.156147,8.668585,59.824732
195799,0.824760,0.820000,0.824301,0.820000,35.622494,9.462891,45.085385,51.345469,8.685897,60.031366
195999,0.824708,0.800000,0.824271,0.810000,35.626747,9.482264,45.109012,51.379827,8.703817,60.083644
196199,0.824699,0.820000,0.824293,0.835000,35.788291,9.502034,45.290325,51.414101,8.721896,60.135997
196399,0.824699,0.825000,0.824305,0.830000,35.791822,9.522606,45.314428,51.449557,8.740978,60.190534
196599,0.824555,0.755000,0.824151,0.750000,35.795489,9.542381,45.337869,51.484404,8.759161,60.243565
196799,0.824638,0.865000,0.824225,0.860000,35.799469,9.562790,45.362260,51.675489,8.777377,60.452866
196999,0.824598,0.805000,0.824206,0.815000,35.804514,9.598434,45.402948,51.722883,8.821298,60.544181
197199,0.824516,0.785000,0.824064,0.755000,35.969551,9.619027,45.588578,51.757677,8.840240,60.597917
197399,0.824415,0.775000,0.823953,0.770000,35.973121,9.638978,45.612099,51.792175,8.858677,60.650852
197599,0.824314,0.775000,0.823852,0.775000,35.977253,9.669724,45.646976,51.832095,8.880507,60.712602
197799,0.824346,0.840000,0.823865,0.830000,35.981212,9.689487,45.670699,52.026452,8.898671,60.925123
197999,0.824306,0.805000,0.823827,0.805000,35.985670,9.709220,45.694890,52.060356,8.916963,60.977319
198199,0.824257,0.800000,0.823758,0.790000,36.156062,9.728542,45.884604,52.094125,8.935074,61.029199
198399,0.824187,0.790000,0.823669,0.780000,36.159559,9.748760,45.908319,52.129506,8.953617,61.083122
198599,0.824118,0.790000,0.823590,0.785000,36.163674,9.773718,45.937391,53.656190,8.977193,62.633383
198799,0.824109,0.820000,0.823573,0.815000,36.167912,9.794147,45.962059,53.852116,8.995737,62.847853
198999,0.824081,0.810000,0.823515,0.795000,36.172059,9.814017,45.986076,53.885540,9.013730,62.899269
199199,0.824042,0.805000,0.823498,0.815000,36.337664,9.834753,46.172417,53.920858,9.032459,62.953317
199399,0.824004,0.805000,0.823471,0.810000,36.341460,9.858958,46.200418,53.958561,9.053626,63.012187
199599,0.823896,0.770000,0.823323,0.750000,36.345380,9.880690,46.226070,53.994630,9.073385,63.068015
199799,0.823868,0.810000,0.823257,0.790000,36.349419,9.900344,46.249763,54.194567,9.091539,63.286107
199999,0.823800,0.790000,0.823180,0.785000,36.353984,9.921904,46.275888,54.231030,9.111359,63.342389
200199,0.823703,0.775000,0.823074,0.770000,36.520150,9.946758,46.466908,54.271896,9.134158,63.406054
200399,0.823665,0.805000,0.822988,0.780000,36.524122,9.971075,46.495197,54.311133,9.156271,63.467404
200599,0.823767,0.875000,0.823091,0.875000,36.528040,9.993556,46.521596,54.348003,9.176958,63.524962
200799,0.823710,0.795000,0.823046,0.800000,36.532660,10.018410,46.551070,54.563806,9.199555,63.763360
200999,0.823762,0.850000,0.823089,0.845000,36.538033,10.049746,46.587778,54.614180,9.224904,63.839084
201199,0.823725,0.805000,0.823043,0.800000,36.714649,10.075165,46.789815,54.652356,9.245621,63.897977
201399,0.823659,0.790000,0.822949,0.775000,36.718417,10.097554,46.815970,54.689457,9.266314,63.955771
201599,0.823711,0.850000,0.823002,0.850000,36.722767,10.122042,46.844809,54.731829,9.288358,64.020187
201799,0.823684,0.810000,0.823006,0.825000,36.727236,10.145633,46.872869,54.948197,9.310010,64.258206
201999,0.823637,0.800000,0.822971,0.805000,36.732469,10.173106,46.905575,54.991092,9.333819,64.324911
202199,0.823503,0.755000,0.822838,0.755000,36.909064,10.195313,47.104376,55.026560,9.353808,64.380368
202399,0.823564,0.855000,0.822900,0.855000,36.913120,10.225010,47.138130,55.071915,9.379150,64.451065
202599,0.823538,0.810000,0.822856,0.800000,36.917043,10.246477,47.163521,55.108583,9.400936,64.509518
202799,0.823521,0.815000,0.822831,0.810000,36.921209,10.269318,47.190526,55.323481,9.421247,64.744729
202999,0.823505,0.815000,0.822835,0.825000,36.925677,10.291893,47.217570,55.359824,9.440793,64.800617
203199,0.823479,0.810000,0.822849,0.830000,37.104811,10.314185,47.418996,55.399022,9.462608,64.861631
203399,0.823443,0.805000,0.822824,0.810000,37.108986,10.341881,47.450867,55.442513,9.487320,64.929833
203599,0.823446,0.825000,0.822819,0.820000,37.112666,10.362828,47.475495,55.477942,9.506442,64.984383
203799,0.823314,0.755000,0.822697,0.760000,37.116687,10.383461,47.500148,55.688735,9.525302,65.214037
203999,0.823221,0.775000,0.822615,0.780000,37.120925,10.403607,47.524533,55.723790,9.543723,65.267513
204199,0.823148,0.785000,0.822524,0.775000,37.292586,10.424853,47.717439,55.759663,9.563415,65.323078
204399,0.823151,0.825000,0.822500,0.810000,37.296039,10.445237,47.741276,55.794092,9.581876,65.375967
204599,0.823136,0.815000,0.822486,0.815000,37.299679,10.465278,47.764957,55.829031,9.600175,65.429205
204799,0.823197,0.855000,0.822548,0.855000,37.303675,10.485496,47.789171,56.032402,9.618424,65.650826
204999,0.823143,0.795000,0.822476,0.785000,37.308218,10.506484,47.814702,56.067428,9.637572,65.704999
205199,0.823042,0.770000,0.822367,0.765000,37.477953,10.526432,48.004386,56.101223,9.655767,65.756990
205399,0.823093,0.850000,0.822400,0.840000,37.481358,10.546607,48.027965,56.134654,9.674040,65.808694
205599,0.823116,0.835000,0.822443,0.845000,37.484895,10.566386,48.051280,56.169920,9.692190,65.862110
205799,0.823053,0.790000,0.822401,0.800000,37.489283,10.588409,48.077692,56.383639,9.712636,66.096275
205999,0.823000,0.795000,0.822358,0.800000,37.494738,10.613314,48.108051,56.422528,9.735165,66.157693
206199,0.823098,0.875000,0.822458,0.875000,37.678144,10.635702,48.313846,56.459180,9.755323,66.214503
206399,0.823055,0.800000,0.822434,0.810000,37.682059,10.658501,48.340561,56.498897,9.777984,66.276881
206599,0.823133,0.865000,0.822467,0.840000,37.685729,10.678955,48.364684,56.533956,9.796580,66.330537
206799,0.823184,0.850000,0.822528,0.855000,37.689754,10.699560,48.389313,56.745221,9.815574,66.560795
206999,0.823168,0.815000,0.822514,0.815000,37.694091,10.719386,48.413477,56.780091,9.834058,66.614149
207199,0.823228,0.855000,0.822575,0.855000,37.877912,10.741837,48.619750,56.818967,9.854739,66.673706
207399,0.823184,0.800000,0.822551,0.810000,37.881427,10.762010,48.643437,56.854205,9.873309,66.727514
207599,0.823216,0.840000,0.822565,0.830000,37.885727,10.786787,48.672514,56.896065,9.895632,66.791696
207799,0.823191,0.810000,0.822523,0.800000,37.890221,10.810468,48.700689,57.110485,9.918397,67.028882
207999,0.823222,0.840000,0.822556,0.840000,37.894643,10.831390,48.726033,57.147154,9.937574,67.084728
208199,0.823216,0.820000,0.822579,0.835000,38.069010,10.851096,48.920106,57.180236,9.956984,67.137220
208399,0.823266,0.850000,0.822657,0.865000,38.072736,10.874825,48.947561,57.217022,9.978144,67.195166
208599,0.823158,0.765000,0.822560,0.770000,38.076248,10.894703,48.970951,57.250614,9.995775,67.246389
208799,0.823208,0.850000,0.822601,0.845000,38.080370,10.916933,48.997304,57.460182,10.015569,67.475751
208999,0.823147,0.790000,0.822550,0.795000,38.084612,10.937753,49.022365,57.494792,10.033776,67.528568
209199,0.823223,0.865000,0.822619,0.860000,38.260558,10.958647,49.219205,57.528760,10.052207,67.580966
209399,0.823135,0.775000,0.822541,0.780000,38.264035,10.979189,49.243224,57.563289,10.070766,67.634055
209599,0.823066,0.785000,0.822491,0.795000,38.267760,10.999558,49.267318,57.599652,10.089485,67.689137
209799,0.823033,0.805000,0.822450,0.800000,38.272168,11.025776,49.297944,57.820873,10.112237,67.933109
209999,0.823000,0.805000,0.822391,0.790000,38.276993,11.049642,49.326634,57.860630,10.134208,67.994838
210199,0.823031,0.840000,0.822414,0.835000,38.462841,11.070390,49.533231,57.895373,10.153061,68.048434
210399,0.822953,0.780000,0.822319,0.770000,38.466298,11.090647,49.556945,57.931451,10.171598,68.103049
210599,0.822875,0.780000,0.822269,0.795000,38.469817,11.109936,49.579753,57.964931,10.189448,68.154379
210799,0.822879,0.825000,0.822274,0.825000,38.473765,11.130411,49.604177,58.170663,10.208298,68.378960
210999,0.822892,0.830000,0.822297,0.835000,38.477915,11.150084,49.627999,58.204300,10.226104,68.430404
211199,0.822887,0.820000,0.822293,0.820000,38.648796,11.171029,49.819825,58.239607,10.244471,68.484078
211399,0.822783,0.765000,0.822190,0.765000,38.652102,11.190127,49.842229,58.272507,10.262071,68.534579
211599,0.822697,0.775000,0.822133,0.790000,38.655707,11.210609,49.866316,58.307149,10.280472,68.587621
211799,0.822683,0.815000,0.822120,0.815000,38.659556,11.230449,49.890005,58.513484,10.298712,68.812195
211999,0.822714,0.840000,0.822152,0.840000,38.663763,11.250560,49.914323,58.549628,10.317037,68.866665
212199,0.822683,0.805000,0.822121,0.805000,38.837840,11.270107,50.107947,58.583230,10.334973,68.918203
212399,0.822740,0.855000,0.822189,0.860000,38.841243,11.289664,50.130908,58.616523,10.352632,68.969156
212599,0.822664,0.780000,0.822114,0.780000,38.844739,11.308674,50.153413,58.649384,10.369972,69.019355
212799,0.822660,0.820000,0.822110,0.820000,38.848734,11.329402,50.178136,58.861600,10.388818,69.250418
212999,0.822655,0.820000,0.822115,0.825000,38.853010,11.348852,50.201862,58.894959,10.406746,69.301705
213199,0.822606,0.795000,0.822049,0.785000,39.033253,11.375224,50.408477,58.930289,10.426139,69.356428
213399,0.822681,0.865000,0.822134,0.870000,39.036676,11.394816,50.431493,58.964064,10.444395,69.408459
213599,0.822623,0.790000,0.822077,0.790000,39.040190,11.414385,50.454575,58.999094,10.462319,69.461413
213799,0.822768,0.905000,0.822206,0.895000,39.044096,11.434683,50.478779,59.207807,10.480567,69.688374
213999,0.822702,0.785000,0.822140,0.785000,39.048437,11.455048,50.503485,59.241687,10.498992,69.740679
214199,0.822627,0.780000,0.822084,0.790000,39.225888,11.474747,50.700634,59.275533,10.517194,69.792727
214399,0.822587,0.800000,0.822028,0.790000,39.229363,11.494401,50.723764,59.310300,10.535512,69.845812
214599,0.822592,0.825000,0.822024,0.820000,39.232852,11.513421,50.746273,59.343883,10.553247,69.897130
214799,0.822605,0.830000,0.822038,0.830000,39.236735,11.532971,50.769706,59.549958,10.570854,70.120812
214999,0.822617,0.830000,0.822078,0.845000,39.240832,11.552606,50.793438,59.583416,10.588825,70.172241
215199,0.822682,0.860000,0.822135,0.855000,39.420529,11.573315,50.993844,59.619142,10.608425,70.227568
215399,0.822669,0.815000,0.822149,0.830000,39.423956,11.593281,51.017237,59.653086,10.626770,70.279856
215599,0.822647,0.810000,0.822137,0.815000,39.427740,11.614548,51.042288,59.688516,10.646030,70.334546
215799,0.822539,0.760000,0.822029,0.760000,39.431545,11.633963,51.065508,59.896583,10.663816,70.560400
215999,0.822569,0.840000,0.822069,0.845000,39.435599,11.653242,51.088842,59.931507,10.681624,70.613131
216199,0.822573,0.825000,0.822074,0.825000,39.621389,11.679138,51.300527,59.974054,10.704467,70.678521
216399,0.822526,0.795000,0.821993,0.775000,39.625234,11.703583,51.328818,60.012631,10.726231,70.738862
216599,0.822461,0.785000,0.821947,0.795000,39.629437,11.727055,51.356492,60.051705,10.747063,70.798768
216799,0.822500,0.845000,0.821986,0.845000,39.633427,11.748077,51.381504,60.262286,10.766084,71.028370
216999,0.822487,0.815000,0.821974,0.815000,39.637598,11.768275,51.405872,60.295218,10.784222,71.079440
217199,0.822432,0.790000,0.821920,0.790000,39.819911,11.788751,51.608662,60.329820,10.802819,71.132639
217399,0.822436,0.825000,0.821934,0.830000,39.823457,11.809712,51.633169,60.364175,10.821553,71.185728
217599,0.822381,0.790000,0.821879,0.790000,39.827082,11.829582,51.656664,60.400480,10.840015,71.240495
217799,0.822368,0.815000,0.821876,0.820000,39.830970,11.849646,51.680615,60.613971,10.858328,71.472299
217999,0.822322,0.795000,0.821873,0.820000,39.835065,11.869014,51.704079,60.646813,10.876034,71.522847
218199,0.822369,0.850000,0.821929,0.855000,40.016885,11.889324,51.906209,60.682350,10.894546,71.576896
218399,0.822289,0.775000,0.821875,0.790000,40.020835,11.918258,51.939093,60.722388,10.916651,71.639039
218599,0.822336,0.850000,0.821906,0.840000,40.024855,11.943218,51.968073,60.760432,10.940380,71.700812
218799,0.822290,0.795000,0.821852,0.790000,40.029284,11.966873,51.996157,60.981038,10.961629,71.942666
218999,0.822303,0.830000,0.821857,0.825000,40.034230,11.991030,52.025260,61.020781,10.984657,72.005438
